# time(ps) Nwater Force (pN) Pressure Dif (atm) 
150 187 12995.190999999999 28001.278046167237
151 184 12786.712 27552.059681790226
152 174 12091.782 26054.66513386684
153 176 12230.768 26354.14404345152
154 178 12369.753999999999 26653.622953036196
155 183 12717.219 27402.320226997883
156 179 12439.247 26803.362407828532
157 184 12786.712 27552.059681790226
158 174 12091.782 26054.66513386684
159 177 12300.260999999999 26503.883498243853
160 183 12717.219 27402.320226997883
161 186 12925.697999999999 27851.538591374898
162 181 12578.232999999998 27102.841317413207
163 183 12717.219 27402.320226997883
164 184 12786.712 27552.059681790226
165 182 12647.725999999999 27252.580772205547
166 180 12508.74 26953.10186262087
167 180 12508.74 26953.10186262087
168 174 12091.782 26054.66513386684
169 180 12508.74 26953.10186262087
170 182 12647.725999999999 27252.580772205547
171 177 12300.260999999999 26503.883498243853
172 184 12786.712 27552.059681790226
173 183 12717.219 27402.320226997883
174 183 12717.219 27402.320226997883
175 176 12230.768 26354.14404345152
176 176 12230.768 26354.14404345152
177 177 12300.260999999999 26503.883498243853
178 176 12230.768 26354.14404345152
179 173 12022.288999999999 25904.925679074502
180 181 12578.232999999998 27102.841317413207
181 179 12439.247 26803.362407828532
182 186 12925.697999999999 27851.538591374898
183 180 12508.74 26953.10186262087
184 181 12578.232999999998 27102.841317413207
185 181 12578.232999999998 27102.841317413207
186 177 12300.260999999999 26503.883498243853
187 183 12717.219 27402.320226997883
188 179 12439.247 26803.362407828532
189 176 12230.768 26354.14404345152
190 173 12022.288999999999 25904.925679074502
191 175 12161.275 26204.40458865918
192 175 12161.275 26204.40458865918
193 175 12161.275 26204.40458865918
194 179 12439.247 26803.362407828532
195 179 12439.247 26803.362407828532
196 184 12786.712 27552.059681790226
197 184 12786.712 27552.059681790226
198 180 12508.74 26953.10186262087
199 182 12647.725999999999 27252.580772205547
200 180 12508.74 26953.10186262087
