0 299.8150
500 324.4782
1000 311.3494
1500 316.2562
2000 307.6490
2500 300.4905
3000 312.7685
3500 312.6618
4000 299.8347
4500 308.3839
5000 317.5175
5500 317.6029
6000 305.0390
6500 311.2425
7000 325.2996
7500 316.2324
8000 316.1645
8500 299.8314
9000 303.0498
9500 291.2390
10000 308.3658
10500 313.5166
11000 302.4732
11500 311.6349
12000 303.1811
12500 309.3689
13000 307.5968
13500 311.6969
14000 321.5421
14500 309.8744
15000 295.6468
15500 314.2627
16000 312.8028
16500 307.0561
17000 311.5508
17500 313.4340
18000 311.4843
18500 312.2481
19000 297.4403
19500 300.1017
20000 307.7954
20500 300.0828
21000 306.1715
21500 309.1170
22000 292.7093
22500 301.3769
23000 309.1988
23500 307.6841
24000 313.7242
24500 301.5461
25000 309.7904
25500 308.4048
26000 307.5232
26500 309.7626
27000 296.6114
27500 320.9726
28000 303.0394
28500 303.2870
29000 309.0818
29500 317.0666
30000 309.7081
30500 296.6543
31000 300.9373
31500 303.9409
32000 303.2708
32500 294.0449
33000 297.8542
33500 310.0021
34000 297.6703
34500 310.2242
35000 316.1297
35500 307.1366
36000 305.4008
36500 314.0524
37000 310.0368
37500 317.2762
38000 314.5629
38500 309.0801
39000 299.8020
39500 303.8598
40000 301.1576
40500 299.8966
41000 295.6785
41500 304.7438
42000 311.4535
42500 299.2583
43000 300.4667
43500 297.3804
44000 311.8270
44500 316.0396
45000 294.8529
45500 300.2309
46000 307.1140
46500 323.3037
47000 309.6215
47500 312.2070
48000 298.0567
48500 306.8686
49000 296.1209
49500 305.1388
50000 299.8307
50500 299.0778
51000 306.6598
51500 313.3230
52000 307.0848
52500 306.4617
53000 304.7898
53500 313.7105
54000 297.1048
54500 297.1476
55000 318.3694
55500 305.7132
56000 301.9994
56500 301.1162
57000 310.5561
57500 310.9832
58000 313.9292
58500 313.5458
59000 311.8510
59500 318.3817
60000 309.9790
60500 308.0319
61000 302.7318
61500 315.6432
62000 312.2088
62500 308.8598
63000 318.4150
63500 305.7518
64000 309.9649
64500 301.6950
65000 292.1719
65500 306.8360
66000 298.9732
66500 301.7276
67000 309.1039
67500 308.2156
68000 314.2805
68500 303.7972
69000 317.0466
69500 313.0153
70000 297.6249
70500 307.1939
71000 305.5356
71500 311.6553
72000 306.6648
72500 320.7161
73000 309.9512
73500 298.1206
74000 317.6555
74500 313.2728
75000 325.2889
75500 309.1305
76000 313.1740
76500 309.2195
77000 319.7548
77500 313.2652
78000 297.2730
78500 315.0866
79000 311.8833
79500 305.5040
80000 318.4678
80500 315.2783
81000 308.8365
81500 312.5278
82000 309.5669
82500 309.3776
83000 313.4424
83500 305.9313
84000 307.2973
84500 301.2195
85000 299.6721
85500 306.2125
86000 293.7747
86500 304.0987
87000 304.1479
87500 305.0447
88000 304.6919
88500 298.7324
89000 304.8578
89500 280.0606
90000 301.1689
90500 294.2320
91000 294.6562
91500 307.1658
92000 288.6701
92500 298.3571
93000 306.9661
93500 297.6634
94000 308.2950
94500 299.0219
95000 287.6547
95500 299.8941
96000 317.1843
96500 300.4667
97000 297.6269
97500 303.9758
98000 306.3299
98500 307.9209
99000 308.4858
99500 297.8823
100000 308.7300

