0 0.0000
5000 288.9538
10000 301.7710
15000 305.5688
20000 288.7416
25000 286.6041
30000 305.7931
35000 309.7326
40000 301.7998
45000 288.6109
50000 290.4456
55000 293.6142
60000 285.8857
65000 298.4357
70000 292.1191
75000 297.2473
80000 309.9695
85000 298.7882
90000 305.4336
95000 305.1101
100000 307.8319
105000 299.5771
110000 293.9720
115000 314.7286
120000 300.9490
125000 299.9754
130000 303.5266
135000 294.8433
140000 291.9050
145000 297.7138
150000 295.0490
155000 301.2694
160000 289.8587
165000 293.2739
170000 301.5048
175000 291.0475
180000 295.9973
185000 292.1272
190000 297.5872
195000 292.6693
200000 304.6292
205000 306.1366
210000 295.7599
215000 292.7075
220000 290.8980
225000 295.4495
230000 294.7377
235000 313.9048
240000 301.4501
245000 296.1907
250000 290.7549
255000 304.0627
260000 309.4552
265000 296.7940
270000 296.8450
275000 300.2404
280000 306.3663
285000 298.6459
290000 294.6049
295000 287.7878
300000 297.8686
305000 292.9199
310000 300.1663
315000 306.5021
320000 290.4860
325000 299.4500
330000 296.5054
335000 298.3699
340000 304.6756
345000 311.5406
350000 305.9964
355000 304.7158
360000 290.8096
365000 316.6652
370000 320.9376
375000 309.7552
380000 312.3769
385000 300.6963
390000 303.7439
395000 314.6384
400000 287.9038
405000 306.8758
410000 291.5893
415000 293.9829
420000 292.8288
425000 309.2607
430000 303.8283
435000 287.9949
440000 300.5816
445000 304.2633
450000 305.6755
455000 290.6935
460000 296.6555
465000 292.3630
470000 277.6440
475000 294.1936
480000 288.0365
485000 295.9298
490000 288.9682
495000 298.9082
500000 300.2762

