0 -4685.3494
5000 -5215.5163
10000 -5213.8294
15000 -5198.7552
20000 -5210.1977
25000 -5207.3733
30000 -5252.2466
35000 -5170.1872
40000 -5285.2287
45000 -5214.2394
50000 -5202.2024
55000 -5265.3592
60000 -5233.2949
65000 -5269.5755
70000 -5220.9169
75000 -5269.2679
80000 -5179.6152
85000 -5206.6277
90000 -5181.1994
95000 -5240.6738
100000 -5244.7489
105000 -5184.9286
110000 -5239.5438
115000 -5237.7617
120000 -5250.5603
125000 -5185.5446
130000 -5192.7370
135000 -5223.5431
140000 -5176.8161
145000 -5223.6054
150000 -5173.8568
155000 -5207.7810
160000 -5173.0490
165000 -5197.8918
170000 -5247.1743
175000 -5218.8199
180000 -5220.1725
185000 -5251.0507
190000 -5217.8188
195000 -5230.2776
200000 -5218.5450
205000 -5153.3754
210000 -5265.5617
215000 -5209.1179
220000 -5240.4134
225000 -5210.3451
230000 -5192.7483
235000 -5256.0440
240000 -5230.6056
245000 -5185.9821
250000 -5219.2226
255000 -5210.9558
260000 -5210.6953
265000 -5200.6806
270000 -5140.3618
275000 -5218.2344
280000 -5249.5766
285000 -5219.1079
290000 -5159.3153
295000 -5156.1778
300000 -5235.0699
305000 -5221.9354
310000 -5182.9154
315000 -5183.1145
320000 -5232.5913
325000 -5212.5011
330000 -5214.2583
335000 -5225.5659
340000 -5178.7341
345000 -5190.0885
350000 -5164.2741
355000 -5190.8245
360000 -5221.8935
365000 -5199.7246
370000 -5206.8642
375000 -5214.0484
380000 -5193.2097
385000 -5256.8220
390000 -5259.1945
395000 -5222.1342
400000 -5199.3599
405000 -5204.2370
410000 -5141.7630
415000 -5256.0664
420000 -5271.2837
425000 -5304.5885
430000 -5243.9787
435000 -5207.6382
440000 -5238.0514
445000 -5217.4918
450000 -5213.6200
455000 -5257.1008
460000 -5234.6948
465000 -5211.7844
470000 -5190.7157
475000 -5256.9138
480000 -5248.9587
485000 -5215.9741
490000 -5153.1472
495000 -5200.9339
500000 -5247.6304

